              0	              0	              0	              0	              0	              0	              0	              0	        4.10961	              4	        4.26875	        4.47214	        4.85341	        4.47214	        4.98888	        4.89898	        2.98142	        2.82843	        3.59011	        3.82971	        4.26875	        3.82971	        4.71405	         4.6188	        2.98142	        3.65148	        3.59011	        4.47214	        1.49071	              2	        2.49444	        3.26599	        1.63299	        2.49444	        3.05505	        3.94405	         1.1547	        1.49071	        2.82843	        3.39935	        3.39935	        3.65148	        4.26875	        4.76095	        3.94405	        3.82971	        4.71405	        4.89898
              0	              0	              0	              0	              0	              0	              0	              0	              4	        4.10961	        4.47214	        4.85341	        4.47214	        4.26875	        4.89898	        4.98888	        3.65148	        3.39935	        3.82971	        3.94405	        4.76095	        4.26875	        4.89898	        4.71405	        2.82843	        3.39935	        3.05505	        3.94405	         1.1547	        1.49071	        1.63299	        2.49444	        2.49444	        3.26599	        3.59011	        4.47214	        1.49071	              2	        2.98142	        3.65148	        2.82843	        2.98142	        3.82971	        4.26875	        3.82971	        3.59011	         4.6188	        4.71405
              0	              0	              0	              0	              0	              0	              0	              0	        4.26875	        4.47214	        4.42217	        4.89898	        4.10961	              4	        4.26875	        4.47214	        3.59011	        3.05505	        2.98142	        2.82843	        4.71405	              4	        4.26875	        3.82971	        3.59011	        3.82971	        2.98142	        3.65148	        2.49444	         2.3094	        1.49071	              2	        3.05505	        3.59011	              4	        4.71405	        2.82843	        2.98142	        3.82971	        4.26875	        1.49071	              2	        2.98142	        3.65148	        2.49444	         2.3094	        3.59011	        3.82971
              0	              0	              0	              0	              0	              0	              0	              0	        4.47214	        4.85341	        4.89898	        5.49747	              4	        4.10961	        4.47214	        4.85341	        4.47214	        3.94405	        3.65148	        3.39935	        5.41603	        4.71405	        4.76095	        4.26875	        3.82971	        3.94405	        2.82843	        3.39935	        2.82843	        2.49444	         1.1547	        1.49071	        3.94405	        4.47214	        4.71405	        5.41603	        3.39935	        3.65148	        4.26875	        4.76095	         1.1547	        1.49071	        2.82843	        3.39935	        2.82843	        2.49444	        3.82971	        3.94405
              0	              0	              0	              0	              0	              0	              0	              0	        4.85341	        4.47214	        4.10961	              4	        5.49747	        4.89898	        4.85341	        4.47214	        1.49071	         1.1547	        2.49444	        2.82843	        3.39935	        2.82843	        3.94405	        3.82971	        4.26875	        4.76095	        4.71405	        5.41603	        3.39935	        3.65148	        3.94405	        4.47214	         1.1547	        1.49071	        2.82843	        3.39935	        2.82843	        2.49444	        3.82971	        3.94405	        3.94405	        4.47214	        4.71405	        5.41603	        3.39935	        3.65148	        4.26875	        4.76095
              0	              0	              0	              0	              0	              0	              0	              0	        4.47214	        4.26875	              4	        4.10961	        4.89898	        4.42217	        4.47214	        4.26875	              2	        1.49071	         2.3094	        2.49444	        3.65148	        2.98142	        3.82971	        3.59011	        3.82971	        4.26875	              4	        4.71405	        2.82843	        2.98142	        3.05505	        3.59011	        1.49071	              2	        2.98142	        3.65148	        2.49444	         2.3094	        3.59011	        3.82971	        3.05505	        3.59011	              4	        4.71405	        2.82843	        2.98142	        3.82971	        4.26875
              0	              0	              0	              0	              0	              0	              0	              0	        4.98888	        4.89898	        4.26875	        4.47214	        4.85341	        4.47214	        4.10961	              4	        2.49444	        1.63299	        1.49071	         1.1547	        3.94405	        3.05505	        3.39935	        2.82843	        4.71405	        4.89898	        4.26875	        4.76095	        3.94405	        3.82971	        3.39935	        3.65148	        2.82843	        2.98142	        3.82971	        4.26875	        3.82971	        3.59011	         4.6188	        4.71405	        2.49444	        3.26599	        3.59011	        4.47214	        1.49071	              2	        2.98142	        3.65148
              0	              0	              0	              0	              0	              0	              0	              0	        4.89898	        4.98888	        4.47214	        4.85341	        4.47214	        4.26875	              4	        4.10961	        3.26599	        2.49444	              2	        1.49071	        4.47214	        3.59011	        3.65148	        2.98142	         4.6188	        4.71405	        3.82971	        4.26875	        3.82971	        3.59011	        2.82843	        2.98142	        3.39935	        3.65148	        4.26875	        4.76095	        3.94405	        3.82971	        4.71405	        4.89898	        1.63299	        2.49444	        3.05505	        3.94405	         1.1547	        1.49071	        2.82843	        3.39935
        4.10961	              4	        4.26875	        4.47214	        4.85341	        4.47214	        4.98888	        4.89898	              0	              0	              0	              0	              0	              0	              0	              0	        4.32049	        4.71405	        4.47214	        5.12076	         3.4641	        3.59011	        3.65148	        4.10961	        1.63299	       0.942809	              2	        2.21108	         3.4641	        2.74874	        3.65148	        3.39935	        4.10961	              4	        2.74874	        3.05505	        3.59011	        3.05505	        1.88562	        1.63299	        4.32049	        3.77124	        3.05505	        2.74874	        5.03322	        4.26875	              4	        3.39935
              4	        4.10961	        4.47214	        4.85341	        4.47214	        4.26875	        4.89898	        4.98888	              0	              0	              0	              0	              0	              0	              0	              0	        3.77124	        4.32049	        4.26875	        5.03322	        2.74874	        3.05505	        3.39935	              4	        1.88562	        1.63299	        2.74874	        3.05505	        3.59011	        3.05505	        4.10961	              4	        3.65148	        3.39935	              2	        2.21108	         3.4641	        2.74874	        1.63299	       0.942809	        4.71405	        4.32049	        3.59011	         3.4641	        5.12076	        4.47214	        4.10961	        3.65148
